record_id,po_number,line_no,sku,triage_label,scenario,label_what,label_who,mitigation_steps,po_qty,po_price,asn_qty,inv_qty,inv_price,qty_delta,qty_delta_pct,price_diff_pct,has_po_ref,is_repeat,supplier_category,supplier_risk_tier,supplier_exception_rate_30d,days_order_to_ship,days_ship_to_invoice,days_order_to_invoice
PO260117006083-L0001,PO260117006083,1,7580-7212-0001,AUTO_APPROVE,PRICE_ERROR,PRICE_ERROR,Finance,Hold payment. Request corrected invoice or issue debit/credit memo based on contract price.,178.0,133.71,178.0,178.0,133.71,0.0,0.0,0.0,1,0,MRO,LOW,0.001078,4,3,7
PO260117006083-L0002,PO260117006083,2,2511-2798-0002,AUTO_APPROVE,PRICE_ERROR,PRICE_ERROR,Finance,Hold payment. Request corrected invoice or issue debit/credit memo based on contract price.,82.0,93.25,82.0,82.0,93.25,0.0,0.0,0.0,1,0,MRO,LOW,0.001078,4,3,7
PO260117006083-L0003,PO260117006083,3,2230-5090-0003,AUTO_APPROVE,PRICE_ERROR,PRICE_ERROR,Finance,Hold payment. Request corrected invoice or issue debit/credit memo based on contract price.,29.0,164.84,29.0,29.0,164.84,0.0,0.0,0.0,1,0,MRO,LOW,0.001078,4,3,7
PO260117006083-L0004,PO260117006083,4,5831-5626-0004,AUTO_APPROVE,PRICE_ERROR,PRICE_ERROR,Finance,Hold payment. Request corrected invoice or issue debit/credit memo based on contract price.,162.0,41.21,162.0,162.0,41.21,0.0,0.0,0.0,1,0,MRO,LOW,0.001078,4,3,7
PO260117006135-L0001,PO260117006135,1,5358-8708-0001,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,148.0,51.64,148.0,148.0,51.64,0.0,0.0,0.0,1,0,MRO,MEDIUM,0.07967,8,4,12
PO260117006135-L0002,PO260117006135,2,2990-2382-0002,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,133.0,190.48,133.0,133.0,190.48,0.0,0.0,0.0,1,0,MRO,MEDIUM,0.07967,8,4,12
PO260117006135-L0003,PO260117006135,3,2747-0476-0003,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,20.0,44.71,20.0,20.0,44.71,0.0,0.0,0.0,1,0,MRO,MEDIUM,0.07967,8,4,12
PO260117006135-L0004,PO260117006135,4,9560-8036-0004,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,157.0,109.08,157.0,157.0,109.08,0.0,0.0,0.0,1,0,MRO,MEDIUM,0.07967,8,4,12
PO260117006135-L0005,PO260117006135,5,2017-0205-0005,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,37.0,179.58,37.0,37.0,179.58,0.0,0.0,0.0,1,0,MRO,MEDIUM,0.07967,8,4,12
PO260117006296-L0001,PO260117006296,1,6065-6531-0001,MANUAL_REVIEW,PRICE_ERROR,PRICE_ERROR,Finance,Hold payment. Request corrected invoice or issue debit/credit memo based on contract price.,6.0,198.71,6.0,6.0,197.59,0.0,0.0,-0.005636354486437544,1,0,CAPEX,HIGH,0.275944,10,1,11
PO260117006296-L0002,PO260117006296,2,4987-1434-0002,MANUAL_REVIEW,PRICE_ERROR,PRICE_ERROR,Finance,Hold payment. Request corrected invoice or issue debit/credit memo based on contract price.,44.0,91.2,44.0,44.0,91.2,0.0,0.0,0.0,1,0,CAPEX,HIGH,0.275944,10,1,11
PO260117006296-L0003,PO260117006296,3,4056-0126-0003,MANUAL_REVIEW,PRICE_ERROR,PRICE_ERROR,Finance,Hold payment. Request corrected invoice or issue debit/credit memo based on contract price.,102.0,141.48,102.0,102.0,141.48,0.0,0.0,0.0,1,0,CAPEX,HIGH,0.275944,10,1,11
PO260117006296-L0004,PO260117006296,4,2882-5489-0004,MANUAL_REVIEW,PRICE_ERROR,PRICE_ERROR,Finance,Hold payment. Request corrected invoice or issue debit/credit memo based on contract price.,86.0,102.29,86.0,86.0,102.29,0.0,0.0,0.0,1,0,CAPEX,HIGH,0.275944,10,1,11
PO260117006340-L0001,PO260117006340,1,7638-6176-0001,MANUAL_REVIEW,PRICE_ERROR,PRICE_ERROR,Finance,Hold payment. Request corrected invoice or issue debit/credit memo based on contract price.,77.0,237.86,77.0,77.0,213.87,0.0,0.0,-0.10085764735558735,1,0,CAPEX,MEDIUM,0.104765,6,2,8
PO260117006340-L0002,PO260117006340,2,9271-3350-0002,MANUAL_REVIEW,PRICE_ERROR,PRICE_ERROR,Finance,Hold payment. Request corrected invoice or issue debit/credit memo based on contract price.,220.0,114.54,220.0,220.0,114.54,0.0,0.0,0.0,1,0,CAPEX,MEDIUM,0.104765,6,2,8
PO260117006411-L0001,PO260117006411,1,4793-5260-0001,MANUAL_REVIEW,UOM_DISCREPANCY,UOM_DISCREPANCY,Procurement,"Normalize UOM using item master conversion. If mismatch persists, request corrected docs.",170.0,223.1,170.0,170.0,223.1,0.0,0.0,0.0,1,0,CAPEX,LOW,0.027779,2,5,7
PO260117006411-L0002,PO260117006411,2,2115-9208-0002,MANUAL_REVIEW,UOM_DISCREPANCY,UOM_DISCREPANCY,Procurement,"Normalize UOM using item master conversion. If mismatch persists, request corrected docs.",207.0,126.34,207.0,207.0,126.34,0.0,0.0,0.0,1,0,CAPEX,LOW,0.027779,2,5,7
PO260117006599-L0001,PO260117006599,1,2600-2977-0001,AUTO_APPROVE,TAX_MISMATCH,TAX_MISMATCH,Finance,Validate tax jurisdiction and taxable status. Request corrected invoice or adjust tax posting.,30.0,69.54,30.0,30.0,69.54,0.0,0.0,0.0,1,0,CAPEX,LOW,0.019025,4,3,7
PO260117006599-L0002,PO260117006599,2,4591-0663-0002,MANUAL_REVIEW,TAX_MISMATCH,TAX_MISMATCH,Finance,Validate tax jurisdiction and taxable status. Request corrected invoice or adjust tax posting.,11.0,153.11,11.0,11.0,153.11,0.0,0.0,0.0,1,0,CAPEX,LOW,0.019025,4,3,7
PO260117006599-L0003,PO260117006599,3,8056-3246-0003,MANUAL_REVIEW,TAX_MISMATCH,TAX_MISMATCH,Finance,Validate tax jurisdiction and taxable status. Request corrected invoice or adjust tax posting.,40.0,96.73,40.0,40.0,96.73,0.0,0.0,0.0,1,0,CAPEX,LOW,0.019025,4,3,7
PO260117006641-L0001,PO260117006641,1,4442-5664-0001,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,107.0,174.43,107.0,107.0,174.43,0.0,0.0,0.0,1,0,MRO,HIGH,0.087062,2,0,2
PO260117006641-L0002,PO260117006641,2,7449-3618-0002,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,135.0,24.76,135.0,135.0,24.76,0.0,0.0,0.0,1,0,MRO,HIGH,0.087062,2,0,2
PO260117006641-L0003,PO260117006641,3,7946-7251-0003,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,178.0,127.01,178.0,178.0,127.01,0.0,0.0,0.0,1,0,MRO,HIGH,0.087062,2,0,2
PO260117006779-L0001,PO260117006779,1,5090-0973-0001,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,92.0,88.44,92.0,92.0,88.44,0.0,0.0,0.0,1,0,SERVICES,LOW,0.014268,4,4,8
PO260117006779-L0002,PO260117006779,2,2516-3300-0002,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,36.0,36.3,36.0,36.0,36.3,0.0,0.0,0.0,1,0,SERVICES,LOW,0.014268,4,4,8
PO260117006779-L0003,PO260117006779,3,8969-7910-0003,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,181.0,62.32,181.0,181.0,62.32,0.0,0.0,0.0,1,0,SERVICES,LOW,0.014268,4,4,8
PO260117006898-L0001,PO260117006898,1,4382-0712-0001,AUTO_APPROVE,PRICE_ERROR,PRICE_ERROR,Finance,Hold payment. Request corrected invoice or issue debit/credit memo based on contract price.,230.0,72.02,230.0,230.0,72.02,0.0,0.0,0.0,1,0,CAPEX,MEDIUM,0.057404,1,2,3
PO260117006898-L0002,PO260117006898,2,4229-1812-0002,AUTO_APPROVE,PRICE_ERROR,PRICE_ERROR,Finance,Hold payment. Request corrected invoice or issue debit/credit memo based on contract price.,115.0,240.81,115.0,115.0,240.81,0.0,0.0,0.0,1,0,CAPEX,MEDIUM,0.057404,1,2,3
PO260117006898-L0003,PO260117006898,3,3643-5317-0003,MANUAL_REVIEW,PRICE_ERROR,PRICE_ERROR,Finance,Hold payment. Request corrected invoice or issue debit/credit memo based on contract price.,120.0,143.37,120.0,120.0,147.38,0.0,0.0,0.02796958917486218,1,0,CAPEX,MEDIUM,0.057404,1,2,3
PO260117006898-L0004,PO260117006898,4,5743-2755-0004,AUTO_APPROVE,PRICE_ERROR,PRICE_ERROR,Finance,Hold payment. Request corrected invoice or issue debit/credit memo based on contract price.,12.0,5.18,12.0,12.0,5.18,0.0,0.0,0.0,1,0,CAPEX,MEDIUM,0.057404,1,2,3
PO260117006920-L0001,PO260117006920,1,3377-4855-0001,AUTO_APPROVE,TAX_MISMATCH,TAX_MISMATCH,Finance,Validate tax jurisdiction and taxable status. Request corrected invoice or adjust tax posting.,48.0,240.6,48.0,48.0,240.6,0.0,0.0,0.0,1,0,PACKAGING,MEDIUM,0.095129,1,0,1
PO260117006920-L0002,PO260117006920,2,9608-2761-0002,AUTO_APPROVE,TAX_MISMATCH,TAX_MISMATCH,Finance,Validate tax jurisdiction and taxable status. Request corrected invoice or adjust tax posting.,201.0,180.42,201.0,201.0,180.42,0.0,0.0,0.0,1,0,PACKAGING,MEDIUM,0.095129,1,0,1
PO260117006920-L0003,PO260117006920,3,6084-5353-0003,AUTO_APPROVE,TAX_MISMATCH,TAX_MISMATCH,Finance,Validate tax jurisdiction and taxable status. Request corrected invoice or adjust tax posting.,48.0,162.71,48.0,48.0,162.71,0.0,0.0,0.0,1,0,PACKAGING,MEDIUM,0.095129,1,0,1
PO260117006920-L0004,PO260117006920,4,6836-5246-0004,MANUAL_REVIEW,TAX_MISMATCH,TAX_MISMATCH,Finance,Validate tax jurisdiction and taxable status. Request corrected invoice or adjust tax posting.,95.0,36.24,95.0,95.0,36.24,0.0,0.0,0.0,1,0,PACKAGING,MEDIUM,0.095129,1,0,1
PO260117007088-L0001,PO260117007088,1,5640-1180-0001,MANUAL_REVIEW,DUPLICATE_INVOICE,DUPLICATE_INVOICE,Finance,Detect duplicate invoice. Auto-hold duplicate and notify AP for review before payment.,132.0,178.42,132.0,264.0,178.42,132.0,1.0,0.0,1,1,CAPEX,LOW,0.029747,9,3,12
PO260117007088-L0002,PO260117007088,2,6548-1028-0002,MANUAL_REVIEW,DUPLICATE_INVOICE,DUPLICATE_INVOICE,Finance,Detect duplicate invoice. Auto-hold duplicate and notify AP for review before payment.,3.0,167.36,3.0,6.0,167.36,3.0,1.0,0.0,1,1,CAPEX,LOW,0.029747,9,3,12
PO260117007148-L0001,PO260117007148,1,8876-2243-0001,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,222.0,87.49,222.0,222.0,87.49,0.0,0.0,0.0,1,0,PACKAGING,MEDIUM,0.077047,10,3,13
PO260117007148-L0002,PO260117007148,2,1456-3095-0002,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,174.0,185.58,174.0,174.0,185.58,0.0,0.0,0.0,1,0,PACKAGING,MEDIUM,0.077047,10,3,13
PO260117007148-L0003,PO260117007148,3,2396-2408-0003,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,143.0,146.24,143.0,143.0,146.24,0.0,0.0,0.0,1,0,PACKAGING,MEDIUM,0.077047,10,3,13
PO260117007275-L0001,PO260117007275,1,7685-1204-0001,AUTO_APPROVE,PRICE_ERROR,PRICE_ERROR,Finance,Hold payment. Request corrected invoice or issue debit/credit memo based on contract price.,35.0,216.21,35.0,35.0,208.24,0.0,0.0,-0.0368623097914065,1,0,SERVICES,LOW,0.000136,10,4,14
PO260117007368-L0001,PO260117007368,1,7979-1437-0001,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,145.0,30.89,145.0,145.0,30.89,0.0,0.0,0.0,1,0,SERVICES,HIGH,0.152302,2,5,7
PO260117007368-L0002,PO260117007368,2,6810-2753-0002,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,191.0,210.76,191.0,191.0,210.76,0.0,0.0,0.0,1,0,SERVICES,HIGH,0.152302,2,5,7
PO260117007496-L0001,PO260117007496,1,8319-0349-0001,AUTO_APPROVE,QTY_SHORT,QTY_SHORT,Logistics,"Flag as short shipment. Notify supplier, request backorder/credit, and update receiving reconciliation.",30.0,198.32,30.0,30.0,198.32,0.0,0.0,0.0,1,0,PACKAGING,LOW,0.033202,5,2,7
PO260117007496-L0002,PO260117007496,2,8996-1810-0002,AUTO_APPROVE,QTY_SHORT,QTY_SHORT,Logistics,"Flag as short shipment. Notify supplier, request backorder/credit, and update receiving reconciliation.",205.0,66.46,186.0,205.0,66.46,0.0,0.0,0.0,1,0,PACKAGING,LOW,0.033202,5,2,7
PO260117007592-L0001,PO260117007592,1,3593-7350-0001,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,59.0,218.57,59.0,59.0,218.57,0.0,0.0,0.0,1,0,RAW_MATERIAL,MEDIUM,0.061491,10,3,13
PO260117007592-L0002,PO260117007592,2,9470-1244-0002,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,85.0,133.24,85.0,85.0,133.24,0.0,0.0,0.0,1,0,RAW_MATERIAL,MEDIUM,0.061491,10,3,13
PO260117007592-L0003,PO260117007592,3,6099-2146-0003,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,55.0,44.51,55.0,55.0,44.51,0.0,0.0,0.0,1,0,RAW_MATERIAL,MEDIUM,0.061491,10,3,13
PO260117007592-L0004,PO260117007592,4,6914-7664-0004,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,148.0,118.43,148.0,148.0,118.43,0.0,0.0,0.0,1,0,RAW_MATERIAL,MEDIUM,0.061491,10,3,13
PO260117007622-L0001,PO260117007622,1,2621-5946-0001,MANUAL_REVIEW,PRICE_ERROR,PRICE_ERROR,Finance,Hold payment. Request corrected invoice or issue debit/credit memo based on contract price.,204.0,199.34,204.0,204.0,199.34,0.0,0.0,0.0,1,0,RAW_MATERIAL,HIGH,0.267721,4,3,7
PO260117007622-L0002,PO260117007622,2,3312-1181-0002,MANUAL_REVIEW,PRICE_ERROR,PRICE_ERROR,Finance,Hold payment. Request corrected invoice or issue debit/credit memo based on contract price.,247.0,191.42,247.0,247.0,191.42,0.0,0.0,0.0,1,0,RAW_MATERIAL,HIGH,0.267721,4,3,7
PO260117007622-L0003,PO260117007622,3,6941-8338-0003,MANUAL_REVIEW,PRICE_ERROR,PRICE_ERROR,Finance,Hold payment. Request corrected invoice or issue debit/credit memo based on contract price.,90.0,218.53,90.0,90.0,231.11,0.0,0.0,0.05756646684665727,1,0,RAW_MATERIAL,HIGH,0.267721,4,3,7
PO260117007622-L0004,PO260117007622,4,7651-5480-0004,MANUAL_REVIEW,PRICE_ERROR,PRICE_ERROR,Finance,Hold payment. Request corrected invoice or issue debit/credit memo based on contract price.,181.0,85.96,181.0,181.0,85.96,0.0,0.0,0.0,1,0,RAW_MATERIAL,HIGH,0.267721,4,3,7
PO260117007622-L0005,PO260117007622,5,6295-7889-0005,MANUAL_REVIEW,PRICE_ERROR,PRICE_ERROR,Finance,Hold payment. Request corrected invoice or issue debit/credit memo based on contract price.,229.0,62.75,229.0,229.0,62.75,0.0,0.0,0.0,1,0,RAW_MATERIAL,HIGH,0.267721,4,3,7
PO260117007622-L0006,PO260117007622,6,4847-5722-0006,MANUAL_REVIEW,PRICE_ERROR,PRICE_ERROR,Finance,Hold payment. Request corrected invoice or issue debit/credit memo based on contract price.,35.0,53.33,35.0,35.0,53.33,0.0,0.0,0.0,1,0,RAW_MATERIAL,HIGH,0.267721,4,3,7
PO260117007718-L0001,PO260117007718,1,5519-4220-0001,AUTO_APPROVE,QTY_SHORT,QTY_SHORT,Logistics,"Flag as short shipment. Notify supplier, request backorder/credit, and update receiving reconciliation.",195.0,43.23,195.0,195.0,43.23,0.0,0.0,0.0,1,0,CAPEX,MEDIUM,0.090911,8,2,10
PO260117007718-L0002,PO260117007718,2,5391-3882-0002,AUTO_APPROVE,QTY_SHORT,QTY_SHORT,Logistics,"Flag as short shipment. Notify supplier, request backorder/credit, and update receiving reconciliation.",56.0,14.3,56.0,56.0,14.3,0.0,0.0,0.0,1,0,CAPEX,MEDIUM,0.090911,8,2,10
PO260117007872-L0001,PO260117007872,1,3859-0942-0001,MANUAL_REVIEW,UNAUTHORIZED_SHIP,UNAUTHORIZED_SHIP,Vendor,Flag unauthorized shipment. Validate PO authorization/ship-to; initiate return or chargeback workflow.,204.0,13.75,204.0,204.0,13.75,0.0,0.0,0.0,1,0,RAW_MATERIAL,LOW,0.033159,10,5,15
PO260117007872-L0002,PO260117007872,2,6480-8100-0002,MANUAL_REVIEW,UNAUTHORIZED_SHIP,UNAUTHORIZED_SHIP,Vendor,Flag unauthorized shipment. Validate PO authorization/ship-to; initiate return or chargeback workflow.,66.0,235.21,66.0,66.0,235.21,0.0,0.0,0.0,1,0,RAW_MATERIAL,LOW,0.033159,10,5,15
PO260117007872-L0003,PO260117007872,3,1222-0422-0003,MANUAL_REVIEW,UNAUTHORIZED_SHIP,UNAUTHORIZED_SHIP,Vendor,Flag unauthorized shipment. Validate PO authorization/ship-to; initiate return or chargeback workflow.,145.0,164.39,145.0,145.0,164.39,0.0,0.0,0.0,0,0,RAW_MATERIAL,LOW,0.033159,10,5,15
PO260117007943-L0001,PO260117007943,1,6066-9003-0001,AUTO_APPROVE,PRICE_ERROR,PRICE_ERROR,Finance,Hold payment. Request corrected invoice or issue debit/credit memo based on contract price.,144.0,71.37,144.0,144.0,71.37,0.0,0.0,0.0,1,0,RAW_MATERIAL,MEDIUM,0.073076,8,0,8
PO260117007943-L0002,PO260117007943,2,9574-8678-0002,AUTO_APPROVE,PRICE_ERROR,PRICE_ERROR,Finance,Hold payment. Request corrected invoice or issue debit/credit memo based on contract price.,34.0,65.1,34.0,34.0,65.1,0.0,0.0,0.0,1,0,RAW_MATERIAL,MEDIUM,0.073076,8,0,8
PO260117007943-L0003,PO260117007943,3,8794-1635-0003,AUTO_APPROVE,PRICE_ERROR,PRICE_ERROR,Finance,Hold payment. Request corrected invoice or issue debit/credit memo based on contract price.,39.0,247.41,39.0,39.0,247.41,0.0,0.0,0.0,1,0,RAW_MATERIAL,MEDIUM,0.073076,8,0,8
PO260117007943-L0004,PO260117007943,4,4738-6568-0004,AUTO_APPROVE,PRICE_ERROR,PRICE_ERROR,Finance,Hold payment. Request corrected invoice or issue debit/credit memo based on contract price.,240.0,9.42,240.0,240.0,9.42,0.0,0.0,0.0,1,0,RAW_MATERIAL,MEDIUM,0.073076,8,0,8
PO260117007943-L0005,PO260117007943,5,3197-2003-0005,AUTO_APPROVE,PRICE_ERROR,PRICE_ERROR,Finance,Hold payment. Request corrected invoice or issue debit/credit memo based on contract price.,140.0,126.71,140.0,140.0,126.71,0.0,0.0,0.0,1,0,RAW_MATERIAL,MEDIUM,0.073076,8,0,8
PO260117007943-L0006,PO260117007943,6,3978-4246-0006,MANUAL_REVIEW,PRICE_ERROR,PRICE_ERROR,Finance,Hold payment. Request corrected invoice or issue debit/credit memo based on contract price.,189.0,39.46,189.0,189.0,48.66,0.0,0.0,0.23314749113025837,1,0,RAW_MATERIAL,MEDIUM,0.073076,8,0,8
PO260117008092-L0001,PO260117008092,1,1982-3738-0001,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,105.0,226.99,105.0,105.0,226.99,0.0,0.0,0.0,1,0,MRO,LOW,0.029233,7,5,12
PO260117008092-L0002,PO260117008092,2,7153-3672-0002,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,65.0,7.64,65.0,65.0,7.64,0.0,0.0,0.0,1,0,MRO,LOW,0.029233,7,5,12
PO260117008092-L0003,PO260117008092,3,8107-3963-0003,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,91.0,52.79,91.0,91.0,52.79,0.0,0.0,0.0,1,0,MRO,LOW,0.029233,7,5,12
PO260117008136-L0001,PO260117008136,1,3986-7124-0001,MANUAL_REVIEW,UNAUTHORIZED_SHIP,UNAUTHORIZED_SHIP,Vendor,Flag unauthorized shipment. Validate PO authorization/ship-to; initiate return or chargeback workflow.,240.0,76.16,240.0,240.0,76.16,0.0,0.0,0.0,1,0,RAW_MATERIAL,MEDIUM,0.065364,6,0,6
PO260117008136-L0002,PO260117008136,2,1400-1828-0002,MANUAL_REVIEW,UNAUTHORIZED_SHIP,UNAUTHORIZED_SHIP,Vendor,Flag unauthorized shipment. Validate PO authorization/ship-to; initiate return or chargeback workflow.,250.0,228.39,250.0,250.0,228.39,0.0,0.0,0.0,1,0,RAW_MATERIAL,MEDIUM,0.065364,6,0,6
PO260117008136-L0003,PO260117008136,3,3185-4960-0003,MANUAL_REVIEW,UNAUTHORIZED_SHIP,UNAUTHORIZED_SHIP,Vendor,Flag unauthorized shipment. Validate PO authorization/ship-to; initiate return or chargeback workflow.,129.0,184.66,129.0,129.0,184.66,0.0,0.0,0.0,1,0,RAW_MATERIAL,MEDIUM,0.065364,6,0,6
PO260117008136-L0004,PO260117008136,4,2598-2765-0004,MANUAL_REVIEW,UNAUTHORIZED_SHIP,UNAUTHORIZED_SHIP,Vendor,Flag unauthorized shipment. Validate PO authorization/ship-to; initiate return or chargeback workflow.,175.0,100.8,175.0,175.0,100.8,0.0,0.0,0.0,0,0,RAW_MATERIAL,MEDIUM,0.065364,6,0,6
PO260117008227-L0001,PO260117008227,1,4668-8855-0001,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,163.0,185.21,163.0,163.0,185.21,0.0,0.0,0.0,1,0,PACKAGING,LOW,0.068612,7,0,7
PO260117008227-L0002,PO260117008227,2,9203-1841-0002,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,215.0,125.33,215.0,215.0,125.33,0.0,0.0,0.0,1,0,PACKAGING,LOW,0.068612,7,0,7
PO260117008344-L0001,PO260117008344,1,7867-6275-0001,MANUAL_REVIEW,PRICE_ERROR,PRICE_ERROR,Finance,Hold payment. Request corrected invoice or issue debit/credit memo based on contract price.,100.0,190.84,100.0,100.0,190.84,0.0,0.0,0.0,1,0,CAPEX,HIGH,0.292298,7,2,9
PO260117008344-L0002,PO260117008344,2,7716-2344-0002,MANUAL_REVIEW,PRICE_ERROR,PRICE_ERROR,Finance,Hold payment. Request corrected invoice or issue debit/credit memo based on contract price.,62.0,152.94,62.0,62.0,152.94,0.0,0.0,0.0,1,0,CAPEX,HIGH,0.292298,7,2,9
PO260117008344-L0003,PO260117008344,3,5172-6177-0003,MANUAL_REVIEW,PRICE_ERROR,PRICE_ERROR,Finance,Hold payment. Request corrected invoice or issue debit/credit memo based on contract price.,212.0,51.61,212.0,212.0,51.61,0.0,0.0,0.0,1,0,CAPEX,HIGH,0.292298,7,2,9
PO260117008344-L0004,PO260117008344,4,2903-1423-0004,MANUAL_REVIEW,PRICE_ERROR,PRICE_ERROR,Finance,Hold payment. Request corrected invoice or issue debit/credit memo based on contract price.,233.0,179.81,233.0,233.0,183.54,0.0,0.0,0.020744118792058227,1,0,CAPEX,HIGH,0.292298,7,2,9
PO260117008344-L0005,PO260117008344,5,7648-9151-0005,MANUAL_REVIEW,PRICE_ERROR,PRICE_ERROR,Finance,Hold payment. Request corrected invoice or issue debit/credit memo based on contract price.,176.0,162.44,176.0,176.0,162.44,0.0,0.0,0.0,1,0,CAPEX,HIGH,0.292298,7,2,9
PO260117008443-L0001,PO260117008443,1,9553-9659-0001,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,147.0,57.25,147.0,147.0,57.25,0.0,0.0,0.0,1,0,SERVICES,MEDIUM,0.140484,8,5,13
PO260117008443-L0002,PO260117008443,2,3327-1079-0002,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,135.0,53.2,135.0,135.0,53.2,0.0,0.0,0.0,1,0,SERVICES,MEDIUM,0.140484,8,5,13
PO260117008443-L0003,PO260117008443,3,3771-5994-0003,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,173.0,45.16,173.0,173.0,45.16,0.0,0.0,0.0,1,0,SERVICES,MEDIUM,0.140484,8,5,13
PO260117008576-L0001,PO260117008576,1,2441-4506-0001,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,75.0,249.25,75.0,75.0,249.25,0.0,0.0,0.0,1,0,PACKAGING,MEDIUM,0.048677,5,3,8
PO260117008576-L0002,PO260117008576,2,2831-7362-0002,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,188.0,200.07,188.0,188.0,200.07,0.0,0.0,0.0,1,0,PACKAGING,MEDIUM,0.048677,5,3,8
PO260117008576-L0003,PO260117008576,3,9476-2456-0003,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,175.0,34.8,175.0,175.0,34.8,0.0,0.0,0.0,1,0,PACKAGING,MEDIUM,0.048677,5,3,8
PO260117008576-L0004,PO260117008576,4,9008-8532-0004,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,160.0,94.27,160.0,160.0,94.27,0.0,0.0,0.0,1,0,PACKAGING,MEDIUM,0.048677,5,3,8
PO260117008576-L0005,PO260117008576,5,6572-6245-0005,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,5.0,140.16,5.0,5.0,140.16,0.0,0.0,0.0,1,0,PACKAGING,MEDIUM,0.048677,5,3,8
PO260117008576-L0006,PO260117008576,6,1013-9348-0006,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,15.0,148.67,15.0,15.0,148.67,0.0,0.0,0.0,1,0,PACKAGING,MEDIUM,0.048677,5,3,8
PO260117008692-L0001,PO260117008692,1,7313-9482-0001,AUTO_APPROVE,QTY_SHORT,QTY_SHORT,Logistics,"Flag as short shipment. Notify supplier, request backorder/credit, and update receiving reconciliation.",237.0,155.59,237.0,237.0,155.59,0.0,0.0,0.0,1,0,MRO,MEDIUM,0.068513,5,2,7
PO260117008692-L0002,PO260117008692,2,7100-1039-0002,AUTO_APPROVE,QTY_SHORT,QTY_SHORT,Logistics,"Flag as short shipment. Notify supplier, request backorder/credit, and update receiving reconciliation.",85.0,215.39,80.0,85.0,215.39,0.0,0.0,0.0,1,0,MRO,MEDIUM,0.068513,5,2,7
PO260117008772-L0001,PO260117008772,1,4807-3281-0001,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,139.0,12.55,139.0,139.0,12.55,0.0,0.0,0.0,1,0,MRO,LOW,0.049655,9,0,9
PO260117008772-L0002,PO260117008772,2,5816-9075-0002,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,197.0,98.4,197.0,197.0,98.4,0.0,0.0,0.0,1,0,MRO,LOW,0.049655,9,0,9
PO260117008772-L0003,PO260117008772,3,8534-1936-0003,AUTO_APPROVE,MATCH,MATCH,None,No action required. Auto-close the 3-way match case.,57.0,212.35,57.0,57.0,212.35,0.0,0.0,0.0,1,0,MRO,LOW,0.049655,9,0,9
